
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Cal Check
478,10-27-2016 19:29,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4931,  0.1053,  2.4729,  0.0671,  0.2620,  0.0210,< LOD,  0.0056,  0.0208,  0.0021,  0.0261,  0.0014,  2.4631,  0.0190,< LOD,  0.0008,  0.0128,  0.0003,  0.0037,  0.0004,  0.0252,  0.0009,  0.0096,  0.0008,  0.0310,  0.0007,  0.0029,  0.0008,  0.0109,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2691,  0.0013,  0.0003,  0.0009,  0.0001,  0.0010,  0.0006,Passed
479,10-27-2016 19:30,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.1842,  0.0976,  2.3608,  0.0657,  0.2835,  0.0206,  0.0069,  0.0056,  0.0214,  0.0021,  0.0222,  0.0013,  2.8146,  0.0208,  0.0016,  0.0009,  0.0156,  0.0003,  0.0036,  0.0004,  0.0290,  0.0010,  0.0089,  0.0008,  0.0302,  0.0007,  0.0032,  0.0008,  0.0111,  0.0007,  0.0010,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2605,  0.0015,  0.0003,  0.0007,  0.0001,  0.0013,  0.0007,Passed
480,10-27-2016 19:30,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3645,  0.1028,  2.2282,  0.0642,  0.2821,  0.0213,< LOD,  0.0057,  0.0203,  0.0021,  0.0249,  0.0013,  2.5729,  0.0195,  0.0017,  0.0009,  0.0131,  0.0003,  0.0040,  0.0004,  0.0261,  0.0009,  0.0105,  0.0008,  0.0306,  0.0007,  0.0031,  0.0008,  0.0119,  0.0007,  0.0010,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2745,  0.0014,  0.0003,  0.0008,  0.0001,  0.0008,  0.0006,Passed
481,10-27-2016 19:30,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3079,  0.1008,  2.3261,  0.0652,  0.2375,  0.0207,< LOD,  0.0056,  0.0215,  0.0021,  0.0241,  0.0013,  2.4621,  0.0191,< LOD,  0.0008,  0.0123,  0.0003,  0.0033,  0.0004,  0.0235,  0.0009,  0.0094,  0.0008,  0.0314,  0.0007,  0.0031,  0.0008,  0.0106,  0.0007,  0.0010,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2614,  0.0013,  0.0003,  0.0008,  0.0001,< LOD,  0.0006,Passed
482,10-27-2016 19:31,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.9710,  0.0908,  2.0752,  0.0611,  0.3140,  0.0193,  0.0237,  0.0052,  0.0170,  0.0018,  0.0198,  0.0013,  2.8494,  0.0214,  0.0012,  0.0009,  0.0140,  0.0003,  0.0032,  0.0004,  0.0241,  0.0009,  0.0088,  0.0008,  0.0302,  0.0007,  0.0032,  0.0008,  0.0108,  0.0007,  0.0009,  0.0000,  0.0014,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2357,  0.0017,  0.0003,  0.0006,  0.0001,  0.0008,  0.0007,Passed
483,10-27-2016 19:31,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.1630,  0.0946,  1.8761,  0.0580,  0.3347,  0.0198,  0.0227,  0.0053,  0.0186,  0.0019,  0.0200,  0.0013,  2.5752,  0.0204,  0.0018,  0.0009,  0.0144,  0.0003,  0.0038,  0.0004,  0.0254,  0.0009,  0.0098,  0.0008,  0.0300,  0.0007,  0.0030,  0.0008,  0.0114,  0.0007,  0.0009,  0.0000,  0.0009,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2471,  0.0014,  0.0003,  0.0006,  0.0001,  0.0010,  0.0007,Passed
484,10-27-2016 19:31,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3247,  0.1030,  1.7816,  0.0588,  0.2425,  0.0208,< LOD,  0.0056,  0.0215,  0.0021,  0.0213,  0.0012,  2.6566,  0.0201,< LOD,  0.0009,  0.0162,  0.0003,  0.0031,  0.0004,  0.0334,  0.0011,  0.0087,  0.0008,  0.1160,  0.0012,  0.0022,  0.0008,  0.0042,  0.0008,  0.0010,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2591,  0.0010,  0.0003,  0.0008,  0.0001,< LOD,  0.0007,Passed
485,10-27-2016 19:31,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.2856,  0.1000,  2.3440,  0.0655,  0.3020,  0.0213,< LOD,  0.0058,  0.0217,  0.0022,  0.0329,  0.0017,  3.7061,  0.0244,  0.0026,  0.0011,  0.0214,  0.0002,  0.0043,  0.0004,  0.0304,  0.0010,  0.0109,  0.0009,  0.0298,  0.0007,  0.0033,  0.0008,  0.0108,  0.0007,  0.0010,  0.0000,  0.0015,  0.0008,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2711,  0.0017,  0.0003,  0.0007,  0.0001,< LOD,  0.0007,Passed
486,10-27-2016 19:32,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3115,  0.1004,  2.1837,  0.0631,  0.3132,  0.0204,  0.0137,  0.0054,  0.0210,  0.0021,  0.0247,  0.0015,  2.8484,  0.0210,  0.0011,  0.0009,  0.0155,  0.0003,  0.0034,  0.0004,  0.0280,  0.0010,  0.0096,  0.0008,  0.0296,  0.0007,  0.0028,  0.0008,  0.0108,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2566,  0.0014,  0.0003,  0.0007,  0.0001,  0.0012,  0.0007,Passed
487,10-27-2016 19:32,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3057,  0.1011,  2.1186,  0.0627,  0.2799,  0.0207,< LOD,  0.0056,  0.0212,  0.0021,  0.0248,  0.0014,  2.9468,  0.0213,  0.0009,  0.0009,  0.0186,  0.0003,  0.0033,  0.0004,  0.0376,  0.0011,  0.0092,  0.0008,  0.0328,  0.0007,  0.0035,  0.0007,  0.0117,  0.0007,  0.0010,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2623,  0.0014,  0.0003,  0.0008,  0.0001,  0.0008,  0.0006,Passed
488,10-27-2016 19:32,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.0950,  0.0935,  1.8893,  0.0583,  0.3442,  0.0198,  0.0230,  0.0052,  0.0197,  0.0020,  0.0175,  0.0012,  2.8216,  0.0216,  0.0014,  0.0009,  0.0158,  0.0002,  0.0031,  0.0003,  0.0250,  0.0009,  0.0098,  0.0008,  0.0283,  0.0007,  0.0029,  0.0008,  0.0114,  0.0008,  0.0008,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2486,  0.0013,  0.0003,  0.0005,  0.0001,< LOD,  0.0007,Passed
489,10-27-2016 19:32,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.2522,  0.0965,  2.0139,  0.0597,  0.3365,  0.0199,  0.0206,  0.0053,  0.0224,  0.0021,  0.0183,  0.0013,  2.9869,  0.0219,  0.0010,  0.0010,  0.0145,  0.0003,  0.0034,  0.0004,  0.0237,  0.0009,  0.0099,  0.0008,  0.0277,  0.0007,  0.0029,  0.0008,  0.0110,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2501,  0.0016,  0.0003,  0.0006,  0.0001,  0.0009,  0.0007,Passed
490,10-27-2016 19:33,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4934,  0.1058,  2.2159,  0.0641,  0.2987,  0.0214,< LOD,  0.0059,  0.0250,  0.0024,  0.0255,  0.0015,  3.7336,  0.0243,  0.0024,  0.0011,  0.0180,  0.0003,  0.0045,  0.0004,  0.0271,  0.0010,  0.0102,  0.0009,  0.0298,  0.0007,  0.0030,  0.0008,  0.0115,  0.0007,  0.0009,  0.0000,  0.0008,  0.0008,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2725,  0.0018,  0.0003,  0.0008,  0.0001,  0.0009,  0.0007,Passed
491,10-27-2016 19:33,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4353,  0.1029,  2.1147,  0.0620,  0.3127,  0.0208,  0.0113,  0.0056,  0.0239,  0.0023,  0.0217,  0.0014,  2.9259,  0.0212,  0.0016,  0.0009,  0.0164,  0.0003,  0.0036,  0.0004,  0.0314,  0.0010,  0.0105,  0.0008,  0.0299,  0.0007,  0.0029,  0.0008,  0.0119,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2636,  0.0015,  0.0003,  0.0008,  0.0001,  0.0008,  0.0007,Passed
492,10-27-2016 19:33,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4656,  0.1037,  2.2783,  0.0642,  0.2986,  0.0210,< LOD,  0.0055,  0.0251,  0.0023,  0.0230,  0.0014,  2.7629,  0.0206,  0.0013,  0.0009,  0.0159,  0.0003,  0.0037,  0.0004,  0.0303,  0.0010,  0.0098,  0.0008,  0.0313,  0.0007,  0.0030,  0.0008,  0.0113,  0.0007,  0.0010,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2711,  0.0015,  0.0003,  0.0008,  0.0001,  0.0008,  0.0006,Passed
493,10-27-2016 19:34,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.3138,  0.0995,  2.0785,  0.0612,  0.3145,  0.0207,  0.0116,  0.0057,  0.0183,  0.0020,  0.0244,  0.0014,  2.8413,  0.0213,  0.0013,  0.0009,  0.0137,  0.0003,  0.0038,  0.0004,  0.0238,  0.0009,  0.0090,  0.0008,  0.0332,  0.0007,  0.0029,  0.0008,  0.0120,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2660,  0.0015,  0.0003,  0.0006,  0.0001,  0.0014,  0.0007,Passed
494,10-27-2016 19:34,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.2157,  0.1002,  2.2681,  0.0655,  0.2972,  0.0213,< LOD,  0.0058,  0.0185,  0.0020,  0.0329,  0.0017,  2.8024,  0.0213,  0.0015,  0.0009,  0.0262,  0.0003,  0.0041,  0.0004,  0.0536,  0.0013,  0.0086,  0.0008,  0.0944,  0.0011,  0.0025,  0.0008,  0.0064,  0.0008,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2702,  0.0016,  0.0003,  0.0007,  0.0001,< LOD,  0.0007,Passed
495,10-27-2016 19:34,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4484,  0.1043,  2.3219,  0.0653,  0.2668,  0.0214,< LOD,  0.0059,  0.0241,  0.0023,  0.0232,  0.0013,  2.7213,  0.0201,< LOD,  0.0009,  0.0165,  0.0003,  0.0039,  0.0004,  0.0329,  0.0011,  0.0110,  0.0008,  0.0315,  0.0007,  0.0029,  0.0008,  0.0129,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2757,  0.0016,  0.0003,  0.0008,  0.0001,< LOD,  0.0006,Passed
496,10-27-2016 19:34,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4908,  0.1047,  2.4146,  0.0662,  0.2749,  0.0210,< LOD,  0.0057,  0.0212,  0.0021,  0.0286,  0.0015,  2.6687,  0.0203,< LOD,  0.0009,  0.0159,  0.0003,  0.0041,  0.0004,  0.0323,  0.0010,  0.0088,  0.0008,  0.0336,  0.0007,  0.0029,  0.0008,  0.0118,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2690,  0.0014,  0.0003,  0.0008,  0.0001,  0.0016,  0.0007,Passed
497,10-27-2016 19:35,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4438,  0.1042,  2.1620,  0.0631,  0.2962,  0.0214,< LOD,  0.0057,  0.0215,  0.0021,  0.0276,  0.0015,  2.6012,  0.0199,  0.0012,  0.0009,  0.0139,  0.0003,  0.0037,  0.0004,  0.0278,  0.0010,  0.0105,  0.0008,  0.0316,  0.0007,  0.0026,  0.0008,  0.0131,  0.0007,  0.0009,  0.0000,  0.0010,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2766,  0.0014,  0.0003,  0.0008,  0.0001,  0.0011,  0.0007,Passed
498,10-27-2016 19:35,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.2466,  0.0976,  1.9367,  0.0594,  0.3144,  0.0206,  0.0078,  0.0054,  0.0184,  0.0019,  0.0231,  0.0013,  2.7091,  0.0207,  0.0010,  0.0009,  0.0150,  0.0003,  0.0032,  0.0004,  0.0299,  0.0010,  0.0099,  0.0008,  0.0289,  0.0007,  0.0026,  0.0008,  0.0130,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2635,  0.0013,  0.0003,  0.0006,  0.0001,  0.0007,  0.0007,Passed
499,10-27-2016 19:35,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.2588,  0.0999,  2.1667,  0.0635,  0.2742,  0.0210,< LOD,  0.0056,  0.0152,  0.0017,  0.0295,  0.0014,  2.4001,  0.0190,  0.0014,  0.0008,  0.0119,  0.0003,  0.0030,  0.0004,  0.0266,  0.0009,  0.0098,  0.0008,  0.0491,  0.0008,  0.0025,  0.0008,  0.0113,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2685,  0.0012,  0.0003,  0.0008,  0.0001,< LOD,  0.0006,Passed
500,10-27-2016 19:35,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,< LOD,  0.0638, 22.5496,  0.1782,  0.1515,  0.0155,  0.0339,  0.0053,  0.0068,  0.0012,  0.1549,  0.0050,  1.8125,  0.0255,< LOD,  0.0011,  0.0063,  0.0003,  0.0009,  0.0003,  0.0031,  0.0004,  0.0010,  0.0008,  0.2086,  0.0018,  0.0013,  0.0009,< LOD,  0.0009,  0.0005,  0.0001,< LOD,  0.0009,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.1823,  0.0008,  0.0005,  0.0004,  0.0001,< LOD,  0.0008,Passed
501,10-27-2016 19:36,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.3479,  0.0740,  8.0903,  0.1170,  0.3699,  0.0173,  0.0537,  0.0044,  0.0034,  0.0009,  0.0318,  0.0017,  5.1608,  0.0370,< LOD,  0.0017,  0.0163,  0.0001,  0.0009,  0.0002,  0.0024,  0.0003,< LOD,  0.0011,  0.5586,  0.0034,< LOD,  0.0010,< LOD,  0.0008,  0.0003,  0.0000,< LOD,  0.0010,  0.0002,  0.0000,  0.0002,  0.0000,< LOD,  0.1989,  0.0015,  0.0005,  0.0002,  0.0001,< LOD,  0.0010,Passed
502,10-27-2016 19:36,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.4827,  0.0760,  4.6788,  0.0888,  0.3116,  0.0149,  0.0540,  0.0040,  0.0028,  0.0008,  0.0148,  0.0009,  3.4749,  0.0285,< LOD,  0.0012,  0.0113,  0.0002,  0.0011,  0.0003,  0.0070,  0.0005,  0.0031,  0.0010,  0.4323,  0.0028,< LOD,  0.0010,< LOD,  0.0009,  0.0003,  0.0000,< LOD,  0.0009,  0.0002,  0.0000,  0.0002,  0.0000,< LOD,  0.1668,  0.0014,  0.0004,  0.0002,  0.0001,< LOD,  0.0009,Passed
503,10-27-2016 19:37,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.2191,  0.0985,  2.2169,  0.0638,  0.2667,  0.0209,< LOD,  0.0056,  0.0199,  0.0020,  0.0256,  0.0014,  2.5223,  0.0194,  0.0017,  0.0008,  0.0070,  0.0003,  0.0027,  0.0003,  0.0126,  0.0007,  0.0095,  0.0008,  0.0309,  0.0007,  0.0022,  0.0008,  0.0107,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2657,  0.0011,  0.0003,  0.0008,  0.0001,  0.0010,  0.0006,Passed
504,10-27-2016 19:37,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.0743,  0.0947,  1.8890,  0.0592,  0.3130,  0.0201,  0.0236,  0.0056,  0.0203,  0.0021,  0.0209,  0.0014,  2.9090,  0.0212,  0.0010,  0.0009,  0.0110,  0.0003,  0.0027,  0.0003,  0.0189,  0.0008,  0.0091,  0.0008,  0.0275,  0.0007,  0.0023,  0.0008,  0.0102,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2491,  0.0015,  0.0003,  0.0007,  0.0001,  0.0011,  0.0007,Passed
505,10-27-2016 19:37,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.8463,  0.0863,  1.6199,  0.0541,  0.2794,  0.0184,  0.0146,  0.0047,  0.0161,  0.0017,  0.0186,  0.0011,  2.6973,  0.0214,  0.0012,  0.0009,  0.0212,  0.0004,  0.0025,  0.0003,  0.0416,  0.0011,  0.0086,  0.0008,  0.0276,  0.0007,  0.0018,  0.0008,  0.0108,  0.0008,  0.0006,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2263,  0.0011,  0.0003,  0.0004,  0.0001,< LOD,  0.0007,Passed
506,10-27-2016 19:38,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4747,  0.1044,  2.0763,  0.0618,  0.2894,  0.0213,< LOD,  0.0057,  0.0234,  0.0022,  0.0241,  0.0014,  3.2223,  0.0222,  0.0018,  0.0010,  0.0131,  0.0004,  0.0032,  0.0004,  0.0271,  0.0009,  0.0100,  0.0008,  0.0298,  0.0007,  0.0025,  0.0008,  0.0115,  0.0007,  0.0008,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2744,  0.0015,  0.0003,  0.0007,  0.0001,  0.0010,  0.0007,Passed
507,10-27-2016 19:38,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.1098,  0.0933,  1.8426,  0.0576,  0.3158,  0.0198,  0.0168,  0.0052,  0.0190,  0.0019,  0.0210,  0.0013,  3.6110,  0.0247,  0.0012,  0.0011,  0.0123,  0.0003,  0.0026,  0.0003,  0.0169,  0.0007,  0.0096,  0.0008,  0.0276,  0.0007,  0.0021,  0.0008,  0.0105,  0.0007,  0.0006,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2470,  0.0017,  0.0003,  0.0005,  0.0001,  0.0009,  0.0007,Passed
508,10-27-2016 19:38,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4716,  0.1038,  2.3626,  0.0654,  0.3358,  0.0212,  0.0161,  0.0059,  0.0203,  0.0021,  0.0234,  0.0014,  3.9799,  0.0253,  0.0032,  0.0012,  0.0140,  0.0003,  0.0033,  0.0004,  0.0200,  0.0008,  0.0112,  0.0009,  0.0307,  0.0007,  0.0027,  0.0008,  0.0118,  0.0008,  0.0008,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2727,  0.0019,  0.0003,  0.0007,  0.0001,  0.0007,  0.0007,Passed
509,10-27-2016 19:38,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.6126,  0.1073,  2.2950,  0.0645,  0.3379,  0.0216,< LOD,  0.0058,  0.0242,  0.0023,  0.0221,  0.0014,  3.4309,  0.0231,  0.0024,  0.0010,  0.0158,  0.0003,  0.0033,  0.0004,  0.0293,  0.0010,  0.0099,  0.0008,  0.0324,  0.0007,  0.0030,  0.0008,  0.0124,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2849,  0.0018,  0.0003,  0.0008,  0.0001,  0.0009,  0.0007,Passed
510,10-27-2016 19:39,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.0559,  0.0897,  1.6151,  0.0530,  0.3996,  0.0188,  0.0438,  0.0049,  0.0139,  0.0016,  0.0169,  0.0012,  3.1663,  0.0242,< LOD,  0.0011,  0.0188,  0.0003,  0.0021,  0.0003,  0.0251,  0.0009,  0.0102,  0.0009,  0.0283,  0.0008,  0.0026,  0.0009,  0.0119,  0.0008,  0.0006,  0.0000,  0.0012,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2303,  0.0016,  0.0004,  0.0003,  0.0001,  0.0012,  0.0007,Passed
511,10-27-2016 19:39,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.8703,  0.0849,  1.7363,  0.0548,  0.4218,  0.0182,  0.0563,  0.0049,  0.0128,  0.0016,  0.0161,  0.0013,  2.8017,  0.0232,  0.0011,  0.0010,  0.0133,  0.0003,  0.0023,  0.0003,  0.0171,  0.0007,  0.0091,  0.0009,  0.0446,  0.0009,  0.0044,  0.0008,  0.0105,  0.0008,  0.0010,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2216,  0.0015,  0.0004,  0.0003,  0.0001,  0.0009,  0.0007,Passed
512,10-27-2016 19:39,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.9770,  0.0868,  1.5563,  0.0519,  0.4291,  0.0189,  0.0513,  0.0050,  0.0153,  0.0017,  0.0130,  0.0011,  3.6353,  0.0265,< LOD,  0.0012,  0.0178,  0.0001,  0.0026,  0.0003,  0.0165,  0.0007,  0.0102,  0.0009,  0.0299,  0.0008,  0.0028,  0.0009,  0.0135,  0.0008,  0.0005,  0.0000,  0.0010,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2291,  0.0017,  0.0004,  0.0002,  0.0001,  0.0012,  0.0007,Passed
513,10-27-2016 19:39,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,< LOD,  0.0529, 21.3729,  0.1743,  0.0233,  0.0115,  0.0061,  0.0038,  0.0046,  0.0008,  0.0388,  0.0016,  2.3770,  0.0233,< LOD,  0.0010,  0.0061,  0.0003,  0.0010,  0.0003,  0.0029,  0.0004,< LOD,  0.0008,  0.2179,  0.0018,  0.0026,  0.0009,< LOD,  0.0009,  0.0007,  0.0001,< LOD,  0.0009,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.1260,  0.0013,  0.0004,  0.0003,  0.0001,< LOD,  0.0008,Passed
514,10-27-2016 19:40,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.6285,  0.1066,  2.1469,  0.0620,  0.3758,  0.0213,  0.0190,  0.0057,  0.0223,  0.0022,  0.0220,  0.0014,  3.4661,  0.0236,< LOD,  0.0010,  0.0153,  0.0003,  0.0035,  0.0004,  0.0250,  0.0009,  0.0106,  0.0009,  0.0308,  0.0007,  0.0028,  0.0008,  0.0134,  0.0008,  0.0009,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2790,  0.0017,  0.0003,  0.0007,  0.0001,  0.0014,  0.0007,Passed
515,10-27-2016 19:40,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.4411,  0.1006,  2.0455,  0.0597,  0.4218,  0.0204,  0.0374,  0.0054,  0.0180,  0.0019,  0.0221,  0.0015,  3.5504,  0.0250,  0.0018,  0.0011,  0.0186,  0.0002,  0.0031,  0.0003,  0.0243,  0.0009,  0.0108,  0.0009,  0.0318,  0.0008,  0.0029,  0.0008,  0.0128,  0.0008,  0.0008,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2624,  0.0018,  0.0004,  0.0006,  0.0001,  0.0014,  0.0007,Passed
516,10-27-2016 19:40,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.5628,  0.1063,  2.2505,  0.0641,  0.2721,  0.0214,< LOD,  0.0059,  0.0246,  0.0023,  0.0272,  0.0015,  3.2347,  0.0225,< LOD,  0.0010,  0.0181,  0.0003,  0.0038,  0.0004,  0.0315,  0.0010,  0.0106,  0.0009,  0.0301,  0.0007,  0.0031,  0.0008,  0.0120,  0.0007,  0.0009,  0.0000,< LOD,  0.0007,  0.0002,  0.0000,  0.0004,  0.0000,< LOD,  0.2762,  0.0017,  0.0003,  0.0008,  0.0001,  0.0010,  0.0007,Passed
517,10-27-2016 19:41,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  0.6173,  0.0764,  1.3002,  0.0476,  0.4089,  0.0167,  0.0610,  0.0043,  0.0105,  0.0013,  0.0106,  0.0010,  2.8768,  0.0241,  0.0016,  0.0011,  0.0161,  0.0002,  0.0018,  0.0003,  0.0177,  0.0007,  0.0092,  0.0009,  0.0256,  0.0008,  0.0022,  0.0009,  0.0116,  0.0008,  0.0003,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0002,  0.0000,< LOD,  0.1967,  0.0016,  0.0004,  0.0002,  0.0001,  0.0013,  0.0007,Passed
518,10-27-2016 19:41,SERVICE,si,,,,MudrockTrace,MudrockTrace, 10.0,,0.0,,0.0,,0.0,  1.1450,  0.0946,  1.8782,  0.0580,  0.3494,  0.0194,  0.0346,  0.0053,  0.0170,  0.0018,  0.0211,  0.0014,  3.3413,  0.0237,< LOD,  0.0010,  0.0163,  0.0003,  0.0030,  0.0003,  0.0233,  0.0009,  0.0099,  0.0009,  0.0262,  0.0007,  0.0024,  0.0008,  0.0113,  0.0008,  0.0007,  0.0000,< LOD,  0.0008,  0.0002,  0.0000,  0.0003,  0.0000,< LOD,  0.2424,  0.0018,  0.0003,  0.0006,  0.0001,  0.0010,  0.0007,Passed
